Source_EMP_ID,Target_EMP_ID,Interaction_Type,Interaction_Type_Code,Interaction_Frequency,Interaction_Frequency_Weight,Awareness_Score,Energy_Score,Nomination_Rank
EMP_245,EMP_028,Soft,0,Weekly,0.67,3,5,1
EMP_245,EMP_266,Soft,0,Weekly,0.67,4,3,2
EMP_246,EMP_126,Hard,1,Rarely,0.10,1,3,1
EMP_246,EMP_016,Hard,1,Daily,1.00,5,5,2
EMP_246,EMP_259,Soft,0,Daily,1.00,5,5,1
EMP_246,EMP_123,Soft,0,Rarely,0.10,1,2,2
EMP_247,EMP_126,Hard,1,Weekly,0.67,5,3,1
EMP_247,EMP_186,Hard,1,Weekly,0.67,5,3,2
EMP_247,EMP_259,Soft,0,Daily,1.00,5,5,1
EMP_248,EMP_187,Hard,1,Daily,1.00,5,4,1
EMP_248,EMP_010,Hard,1,Rarely,0.10,3,1,2
EMP_248,EMP_247,Soft,0,Monthly,0.33,3,3,1
EMP_249,EMP_219,Hard,1,Weekly,0.67,4,5,1
EMP_249,EMP_248,Hard,1,Weekly,0.67,5,5,2
EMP_249,EMP_065,Soft,0,Monthly,0.33,2,3,1
EMP_250,EMP_159,Hard,1,Daily,1.00,5,4,1
EMP_250,EMP_133,Hard,1,Rarely,0.10,2,2,2
EMP_250,EMP_108,Soft,0,Daily,1.00,5,5,1
EMP_250,EMP_099,Soft,0,Weekly,0.67,4,4,2
EMP_250,EMP_024,Soft,0,Daily,1.00,5,5,3
EMP_251,EMP_218,Hard,1,Weekly,0.67,5,3,1
EMP_251,EMP_164,Hard,1,Weekly,0.67,3,3,2
EMP_251,EMP_144,Hard,1,Rarely,0.10,2,3,3
EMP_251,EMP_145,Soft,0,Daily,1.00,5,5,1
EMP_252,EMP_156,Soft,0,Weekly,0.67,4,4,1
EMP_252,EMP_125,Soft,0,Weekly,0.67,5,5,2
EMP_252,EMP_007,Soft,0,Weekly,0.67,3,4,3
EMP_253,EMP_198,Hard,1,Weekly,0.67,4,4,1
EMP_253,EMP_114,Soft,0,Rarely,0.10,3,3,1
EMP_254,EMP_198,Hard,1,Monthly,0.33,4,3,1
EMP_254,EMP_060,Soft,0,Weekly,0.67,4,4,1
EMP_255,EMP_057,Hard,1,Weekly,0.67,4,3,1
EMP_255,EMP_055,Hard,1,Weekly,0.67,5,5,2
EMP_255,EMP_117,Hard,1,Monthly,0.33,2,4,3
EMP_255,EMP_161,Soft,0,Daily,1.00,5,4,1
EMP_255,EMP_122,Soft,0,Weekly,0.67,4,5,2
EMP_255,EMP_031,Soft,0,Weekly,0.67,5,3,3
EMP_256,EMP_126,Hard,1,Daily,1.00,5,4,1
EMP_256,EMP_077,Hard,1,Monthly,0.33,2,3,2
EMP_256,EMP_280,Hard,1,Weekly,0.67,4,4,3
EMP_256,EMP_285,Soft,0,Monthly,0.33,4,2,1
EMP_256,EMP_274,Soft,0,Weekly,0.67,4,5,2
EMP_257,EMP_109,Hard,1,Daily,1.00,5,5,1
EMP_257,EMP_291,Hard,1,Monthly,0.33,2,4,2
EMP_257,EMP_098,Hard,1,Daily,1.00,5,5,3
EMP_257,EMP_028,Soft,0,Weekly,0.67,4,3,1
EMP_258,EMP_068,Hard,1,Monthly,0.33,4,3,1
EMP_258,EMP_205,Soft,0,Monthly,0.33,2,3,1
EMP_258,EMP_033,Soft,0,Daily,1.00,5,5,2
EMP_258,EMP_263,Soft,0,Monthly,0.33,3,2,3
EMP_259,EMP_198,Hard,1,Weekly,0.67,5,5,1
EMP_259,EMP_298,Soft,0,Weekly,0.67,5,5,1
EMP_259,EMP_014,Soft,0,Weekly,0.67,5,5,2
EMP_259,EMP_288,Soft,0,Daily,1.00,4,5,3
EMP_260,EMP_218,Hard,1,Monthly,0.33,4,2,1
EMP_260,EMP_187,Hard,1,Daily,1.00,5,5,2
EMP_260,EMP_192,Hard,1,Rarely,0.10,2,2,3
EMP_260,EMP_108,Soft,0,Daily,1.00,5,5,1
EMP_260,EMP_105,Soft,0,Daily,1.00,5,4,2
EMP_260,EMP_041,Soft,0,Monthly,0.33,3,3,3
EMP_261,EMP_126,Hard,1,Daily,1.00,5,5,1
EMP_261,EMP_288,Soft,0,Monthly,0.33,4,4,1
EMP_261,EMP_263,Soft,0,Weekly,0.67,4,5,2
EMP_261,EMP_012,Soft,0,Daily,1.00,5,5,3
EMP_262,EMP_126,Hard,1,Monthly,0.33,2,4,1
EMP_262,EMP_062,Soft,0,Weekly,0.67,4,3,1
EMP_262,EMP_047,Soft,0,Daily,1.00,5,5,2
EMP_263,EMP_219,Hard,1,Monthly,0.33,4,2,1
EMP_263,EMP_038,Hard,1,Daily,1.00,4,5,2
EMP_263,EMP_194,Hard,1,Daily,1.00,5,4,3
EMP_263,EMP_294,Soft,0,Weekly,0.67,4,3,1
EMP_263,EMP_069,Soft,0,Weekly,0.67,3,5,2
EMP_263,EMP_097,Soft,0,Monthly,0.33,2,4,3
EMP_264,EMP_166,Hard,1,Weekly,0.67,5,3,1
EMP_264,EMP_251,Hard,1,Weekly,0.67,5,5,2
EMP_264,EMP_296,Hard,1,Daily,1.00,4,5,3
EMP_264,EMP_080,Soft,0,Monthly,0.33,2,2,1
EMP_264,EMP_241,Soft,0,Rarely,0.10,2,1,2
EMP_264,EMP_217,Soft,0,Monthly,0.33,3,2,3
EMP_265,EMP_159,Hard,1,Rarely,0.10,1,3,1
EMP_265,EMP_236,Hard,1,Daily,1.00,5,5,2
EMP_265,EMP_130,Hard,1,Monthly,0.33,2,2,3
EMP_265,EMP_080,Soft,0,Rarely,0.10,3,3,1
EMP_265,EMP_300,Soft,0,Weekly,0.67,4,3,2
EMP_266,EMP_218,Hard,1,Rarely,0.10,2,2,1
EMP_266,EMP_097,Hard,1,Weekly,0.67,4,4,2
EMP_266,EMP_108,Soft,0,Daily,1.00,5,5,1
EMP_267,EMP_247,Hard,1,Weekly,0.67,5,4,1
EMP_267,EMP_252,Soft,0,Daily,1.00,5,5,1
EMP_267,EMP_017,Soft,0,Weekly,0.67,5,4,2
EMP_267,EMP_154,Soft,0,Weekly,0.67,5,4,3
EMP_268,EMP_126,Hard,1,Rarely,0.10,2,3,1
EMP_268,EMP_221,Soft,0,Weekly,0.67,5,4,1
EMP_268,EMP_113,Soft,0,Monthly,0.33,4,2,2
EMP_268,EMP_068,Soft,0,Monthly,0.33,4,3,3
EMP_269,EMP_218,Hard,1,Daily,1.00,5,4,1
EMP_269,EMP_173,Soft,0,Weekly,0.67,5,5,1
EMP_270,EMP_159,Hard,1,Rarely,0.10,2,3,1
EMP_270,EMP_271,Hard,1,Daily,1.00,5,5,2
EMP_270,EMP_053,Soft,0,Daily,1.00,5,4,1
EMP_270,EMP_229,Soft,0,Weekly,0.67,4,3,2
EMP_271,EMP_097,Hard,1,Rarely,0.10,1,2,1
EMP_272,EMP_068,Hard,1,Monthly,0.33,2,2,1
EMP_272,EMP_114,Soft,0,Daily,1.00,5,5,1
EMP_272,EMP_084,Soft,0,Weekly,0.67,5,4,2
EMP_272,EMP_094,Soft,0,Weekly,0.67,3,5,3
EMP_273,EMP_198,Hard,1,Weekly,0.67,3,3,1
EMP_273,EMP_047,Hard,1,Rarely,0.10,2,3,2
EMP_273,EMP_078,Hard,1,Daily,1.00,4,4,3
EMP_273,EMP_161,Soft,0,Rarely,0.10,2,2,1
EMP_274,EMP_198,Hard,1,Monthly,0.33,3,3,1
EMP_274,EMP_173,Hard,1,Monthly,0.33,2,4,2
EMP_274,EMP_230,Soft,0,Weekly,0.67,5,5,1
EMP_275,EMP_121,Hard,1,Daily,1.00,5,5,1
EMP_275,EMP_173,Soft,0,Weekly,0.67,4,4,1
EMP_275,EMP_171,Soft,0,Weekly,0.67,3,5,2
EMP_276,EMP_166,Hard,1,Monthly,0.33,3,4,1
EMP_276,EMP_207,Soft,0,Weekly,0.67,4,5,1
EMP_278,EMP_219,Hard,1,Daily,1.00,5,5,1
EMP_278,EMP_003,Hard,1,Weekly,0.67,4,4,2
EMP_278,EMP_068,Hard,1,Weekly,0.67,4,5,3
EMP_278,EMP_197,Soft,0,Rarely,0.10,1,2,1
EMP_278,EMP_121,Soft,0,Weekly,0.67,5,3,2
EMP_279,EMP_219,Hard,1,Rarely,0.10,3,3,1
EMP_279,EMP_166,Hard,1,Weekly,0.67,4,5,2
EMP_279,EMP_080,Soft,0,Monthly,0.33,4,4,1
EMP_279,EMP_211,Soft,0,Rarely,0.10,3,1,2
EMP_279,EMP_231,Soft,0,Weekly,0.67,5,5,3
EMP_280,EMP_198,Hard,1,Daily,1.00,4,4,1
EMP_280,EMP_285,Hard,1,Rarely,0.10,3,1,2
EMP_280,EMP_266,Soft,0,Rarely,0.10,2,3,1
EMP_281,EMP_184,Hard,1,Rarely,0.10,2,1,1
EMP_281,EMP_293,Hard,1,Monthly,0.33,2,2,2
EMP_281,EMP_185,Hard,1,Rarely,0.10,1,2,3
EMP_281,EMP_210,Soft,0,Daily,1.00,5,4,1
EMP_281,EMP_037,Soft,0,Weekly,0.67,5,4,2
EMP_282,EMP_174,Soft,0,Monthly,0.33,2,3,1
EMP_284,EMP_159,Hard,1,Monthly,0.33,4,4,1
EMP_284,EMP_252,Soft,0,Monthly,0.33,2,4,1
EMP_284,EMP_114,Soft,0,Weekly,0.67,3,3,2
EMP_285,EMP_159,Hard,1,Weekly,0.67,3,5,1
EMP_285,EMP_172,Hard,1,Weekly,0.67,4,3,2
EMP_285,EMP_166,Hard,1,Weekly,0.67,5,5,3
EMP_285,EMP_210,Soft,0,Daily,1.00,5,4,1
EMP_285,EMP_183,Soft,0,Weekly,0.67,4,3,2
EMP_286,EMP_219,Hard,1,Rarely,0.10,3,3,1
EMP_286,EMP_223,Soft,0,Rarely,0.10,2,3,1
EMP_286,EMP_138,Soft,0,Daily,1.00,5,5,2
EMP_286,EMP_204,Soft,0,Rarely,0.10,2,2,3
EMP_288,EMP_021,Hard,1,Weekly,0.67,4,4,1
EMP_288,EMP_288,Soft,0,Daily,1.00,4,5,1
EMP_288,EMP_252,Soft,0,Monthly,0.33,2,3,2
EMP_288,EMP_260,Soft,0,Weekly,0.67,3,5,3
EMP_289,EMP_159,Hard,1,Monthly,0.33,2,3,1
EMP_289,EMP_105,Soft,0,Monthly,0.33,4,4,1
EMP_289,EMP_271,Soft,0,Rarely,0.10,3,2,2
EMP_290,EMP_214,Hard,1,Rarely,0.10,3,2,1
EMP_290,EMP_003,Hard,1,Weekly,0.67,4,4,2
EMP_290,EMP_196,Soft,0,Weekly,0.67,4,5,1
EMP_290,EMP_287,Soft,0,Daily,1.00,5,5,2
EMP_291,EMP_128,Hard,1,Weekly,0.67,3,4,1
EMP_291,EMP_074,Hard,1,Monthly,0.33,2,4,2
EMP_291,EMP_275,Hard,1,Rarely,0.10,3,3,3
EMP_291,EMP_100,Soft,0,Weekly,0.67,4,4,1
EMP_291,EMP_214,Soft,0,Rarely,0.10,2,1,2
EMP_292,EMP_064,Hard,1,Weekly,0.67,4,5,1
EMP_292,EMP_092,Soft,0,Weekly,0.67,4,5,1
EMP_292,EMP_097,Soft,0,Monthly,0.33,2,4,2
EMP_292,EMP_024,Soft,0,Weekly,0.67,3,4,3
EMP_293,EMP_159,Hard,1,Weekly,0.67,5,3,1
EMP_293,EMP_156,Soft,0,Daily,1.00,5,4,1
EMP_295,EMP_068,Hard,1,Monthly,0.33,2,2,1
EMP_295,EMP_094,Hard,1,Weekly,0.67,4,3,2
EMP_295,EMP_298,Soft,0,Weekly,0.67,5,5,1
EMP_295,EMP_162,Soft,0,Rarely,0.10,2,1,2
EMP_296,EMP_152,Hard,1,Weekly,0.67,4,3,1
EMP_296,EMP_203,Soft,0,Weekly,0.67,5,5,1
EMP_296,EMP_178,Soft,0,Weekly,0.67,3,3,2
EMP_296,EMP_284,Soft,0,Daily,1.00,5,5,3
EMP_297,EMP_166,Hard,1,Daily,1.00,4,5,1
EMP_297,EMP_164,Soft,0,Monthly,0.33,4,3,1
EMP_297,EMP_024,Soft,0,Weekly,0.67,4,3,2
EMP_297,EMP_032,Soft,0,Weekly,0.67,4,3,3
EMP_298,EMP_068,Hard,1,Weekly,0.67,4,3,1
EMP_298,EMP_207,Soft,0,Daily,1.00,5,5,1
EMP_298,EMP_183,Soft,0,Weekly,0.67,4,4,2
EMP_299,EMP_198,Hard,1,Monthly,0.33,3,3,1
EMP_299,EMP_293,Hard,1,Weekly,0.67,5,3,2
EMP_299,EMP_193,Hard,1,Monthly,0.33,2,3,3
EMP_299,EMP_189,Soft,0,Daily,1.00,5,5,1
EMP_299,EMP_203,Soft,0,Weekly,0.67,4,4,2
EMP_300,EMP_166,Hard,1,Weekly,0.67,4,4,1
EMP_300,EMP_130,Hard,1,Weekly,0.67,3,4,2
EMP_300,EMP_145,Soft,0,Monthly,0.33,3,2,1
EMP_300,EMP_018,Soft,0,Weekly,0.67,3,3,2
EMP_300,EMP_242,Soft,0,Weekly,0.67,3,4,3
